name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
ROCIA Women Textured Block Heel Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/518WCNGhzAS._AC_UL320_.jpg,https://www.amazon.in/Rocia-Chickoo-Womens-Textured-Sandal/dp/B095DPSD73/ref=sr_1_16711?qid=1679211636&s=shoes&sr=1-16711,,,,"₹2,490"
miniPRICE Women Sandals with Tassels and Block Heels,women's shoes,Shoes,https://m.media-amazon.com/images/I/31wbWQiz+PL._AC_UL320_.jpg,https://www.amazon.in/Women-Sandals-Tassels-Block-numeric_8/dp/B08SW6TFZS/ref=sr_1_16712?qid=1679211636&s=shoes&sr=1-16712,,,"₹2,000","₹3,499"
Women's Pink Mojari - 5 UK,women's shoes,Shoes,https://m.media-amazon.com/images/I/81xu7ThhDsL._AC_UL320_.jpg,https://www.amazon.in/Womens-Pink-Mojari-5-UK/dp/B08JCDF2RF/ref=sr_1_16713?qid=1679211636&s=shoes&sr=1-16713,3.0,38,₹290,₹350
FREECO Women's Dogs N Cats Print Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/61BiPAo+MQL._AC_UL320_.jpg,https://www.amazon.in/FREECO-Womens-Slippers-Fashion-Mulicolor/dp/B08HP62B35/ref=sr_1_16714?qid=1679211636&s=shoes&sr=1-16714,4.0,21,₹538,₹999
Fit O Fit Doctor Slipper for Women Orthopedic | Diabetic | Comfortable & Cushion Flip-Flops for Home Daily Use | Ortho Car...,women's shoes,Shoes,https://m.media-amazon.com/images/I/61NV9-UwCyL._AC_UL320_.jpg,https://www.amazon.in/Fit-Doctor-Slipper-RED-Pink-Numeric_4/dp/B08DKX8BSX/ref=sr_1_16715?qid=1679211636&s=shoes&sr=1-16715,3.0,5,₹399,₹499
Metro Women Synthetic Sandals (33-1050),women's shoes,Shoes,https://m.media-amazon.com/images/I/71YUB-iDUlL._AC_UL320_.jpg,https://www.amazon.in/Metro-Black-Fashion-Sandals-33-1050/dp/B08CRLWN5Q/ref=sr_1_16716?qid=1679211636&s=shoes&sr=1-16716,2.6,11,₹995,"₹1,890"
inblu PP25 SANDAL/Slipper For Women and Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/61Y2LxP8w7L._AC_UL320_.jpg,https://www.amazon.in/inblu-Brown-Sandal-Slipper-Women/dp/B089GXZ4WT/ref=sr_1_16717?qid=1679211636&s=shoes&sr=1-16717,4.5,10,₹484,₹499
Reebok Women's Kxj32 Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71tMEQcOmeL._AC_UL320_.jpg,https://www.amazon.in/Reebok-Womens-Running-Shoes-4-FV2518/dp/B081ZFB823/ref=sr_1_16718?qid=1679211636&s=shoes&sr=1-16718,4.3,3,"₹5,282","₹8,999"
Sparx womens Sl-146 Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/81kWYRMAWiL._AC_UL320_.jpg,https://www.amazon.in/Sparx-Women-SL-146-Black-Sports/dp/B07ZD6N3DS/ref=sr_1_16719?qid=1679211636&s=shoes&sr=1-16719,4.1,57,₹875,"₹1,099"
Walkway Womens 31-9011 Ballet Flats,women's shoes,Shoes,https://m.media-amazon.com/images/I/61zYyCE5C1L._AC_UL320_.jpg,https://www.amazon.in/Walkway-Womens-Ballet-Flats-7-31-9011/dp/B07MZBCY8T/ref=sr_1_16720?qid=1679211636&s=shoes&sr=1-16720,1.0,1,,₹599
Metro girls 35-3738 Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/71G9wAJLA3L._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Fashion-Sandals-4-35-3738/dp/B07MZ99DGZ/ref=sr_1_16721?qid=1679211636&s=shoes&sr=1-16721,4.8,6,"₹1,145","₹2,290"
Metro Women's Black Fashion Sandals-6 UK (39 EU) (35-3128),women's shoes,Shoes,https://m.media-amazon.com/images/I/614tcBGtnXL._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Black-Fashion-Sandals/dp/B07BK6WMCC/ref=sr_1_16722?qid=1679211636&s=shoes&sr=1-16722,3.7,6,,"₹1,690"
Dfr Women's Jutti,women's shoes,Shoes,https://m.media-amazon.com/images/I/8138eESwh+L._AC_UL320_.jpg,https://www.amazon.in/DFR-Ethnic-Casual-Belle-Women/dp/B078J27SNS/ref=sr_1_16723?qid=1679211636&s=shoes&sr=1-16723,3.3,31,₹278,₹499
Sunshine Women's Acer FlipFlops and House Slippers (8 UK_41 EU_Red_8715537),women's shoes,Shoes,https://m.media-amazon.com/images/I/91MC18unCJL._AC_UL320_.jpg,https://www.amazon.in/Sunshine-Womens-Orange-Flip-Flops-Slippers/dp/B0711KWD8Q/ref=sr_1_16724?qid=1679211636&s=shoes&sr=1-16724,3.7,38,,₹399
Vans Women's Atwood Low Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/81d8kGy4GkL._AC_UL320_.jpg,https://www.amazon.in/Vans-Womens-Atwood-Burgundy-Sneakers/dp/B00K5OTS0E/ref=sr_1_16725?qid=1679211636&s=shoes&sr=1-16725,4.4,165,,"₹3,999"
THE ALL WAY Women'S Solid Boots Boots For Women Shoes Ladies Rain Platform Heel High Winter (1278_Boots),women's shoes,Shoes,https://m.media-amazon.com/images/I/71e+U-uaqFL._AC_UL320_.jpg,https://www.amazon.in/ALL-WAY-Womens-Platform-1278_Boots_Black_41/dp/B0BSNTRDY1/ref=sr_1_16726?qid=1679211636&s=shoes&sr=1-16726,,,₹549,₹999
WMK Winter Indoor/Outdoor Warm Fur Slipper For Men And Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/418ZHGGl7bL._AC_UL320_.jpg,https://www.amazon.in/WMK-Flipflop-W-Carpet-Ear-Cat-Black-39-Wm/dp/B0BQC79P1Y/ref=sr_1_16727?qid=1679211636&s=shoes&sr=1-16727,,,₹444,₹899
Mochi Women Leather Ankle Boot,women's shoes,Shoes,https://m.media-amazon.com/images/I/71KfqZ8+vyL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Women-Olive-Leather-Ankle/dp/B0BQ3VH8Q9/ref=sr_1_16728?qid=1679211636&s=shoes&sr=1-16728,4.0,1,"₹2,793","₹3,990"
AIRBELL Men's Synthetic Lace Ups Casual Sneakers,women's shoes,Shoes,https://m.media-amazon.com/images/I/81D+ssFlfmL._AC_UL320_.jpg,https://www.amazon.in/AIRBELL-Synthetic-Leather-Lightweight-Sneakers/dp/B0BMQPMV39/ref=sr_1_16729?qid=1679211636&s=shoes&sr=1-16729,4.5,2,₹584,"₹2,999"
Miraya Impex Women Multicolored Ethnic Embellished Thread Work Punjabi Jutti Rajasthani Mojari's for Women & Girls Traditi...,women's shoes,Shoes,https://m.media-amazon.com/images/I/81I7HV0gBZL._AC_UL320_.jpg,https://www.amazon.in/Miraya-Impex-Multicolored-Embellished-Traditional/dp/B0BL11G9KJ/ref=sr_1_16730?qid=1679211636&s=shoes&sr=1-16730,,,₹608,"₹1,199"
MICHICK Women's Synthetic Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/51Bctjv-5KL._AC_UL320_.jpg,https://www.amazon.in/MICHICK-Womens-Synthetic-Fashion-Sandals/dp/B0BH8V96LV/ref=sr_1_16731?qid=1679211636&s=shoes&sr=1-16731,4.0,1,₹399,₹999
TRUFFLE COLLECTION Women's ST-1151 Black Suede Boots,women's shoes,Shoes,https://m.media-amazon.com/images/I/4171Lo5zjwL._AC_UL320_.jpg,https://www.amazon.in/TRUFFLE-COLLECTION-Womens-ST-1151-Black/dp/B0BGPY39WF/ref=sr_1_16732?qid=1679211636&s=shoes&sr=1-16732,3.0,1,"₹1,520","₹3,799"
Bruno Manetti Women's Slipon Back Strap Square Toe Comfort Heel Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/61-pu9a-sHL._AC_UL320_.jpg,https://www.amazon.in/Bruno-Manetti-Womens-Comfort-Sandals/dp/B0BFJ27SS7/ref=sr_1_16733?qid=1679211636&s=shoes&sr=1-16733,,,"₹1,799","₹4,499"
"Mochi Women Synthetic Slip Ons, (35-4940)",women's shoes,Shoes,https://m.media-amazon.com/images/I/71bmHS1gNBL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Womens-Synthetic-Antic-Gold/dp/B0BFDXGKZR/ref=sr_1_16734?qid=1679211636&s=shoes&sr=1-16734,,,,"₹2,690"
Aldo womens Sevilla001 Black Women Synthetic Pumps Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/71w+Eh50jxL._AC_UL320_.jpg,https://www.amazon.in/Aldo-SEVILLA001-BLACK-Women-Synthetic/dp/B0BDFTB7T9/ref=sr_1_16735?qid=1679211636&s=shoes&sr=1-16735,,,"₹6,590","₹10,999"
Chief-19 Shiny Kitten Heels Sandals for Women & Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/71V7szcp+xL._AC_UL320_.jpg,https://www.amazon.in/Chief-19-Shiny-Kitten-Heels-Sandals/dp/B0B85XLX4C/ref=sr_1_16736?qid=1679211636&s=shoes&sr=1-16736,,,"₹1,399","₹2,000"
Stepee Women Stylish Block Heels Fashion Slipper For Party Office Casual Wears All Occasions Footwear,women's shoes,Shoes,https://m.media-amazon.com/images/I/51BCb5abhSL._AC_UL320_.jpg,https://www.amazon.in/Stepee-Stylish-Occasions-Footwear-numeric_8/dp/B0B5GRBPGP/ref=sr_1_16737?qid=1679211636&s=shoes&sr=1-16737,1.0,1,₹499,₹999
Snasta transparent heels for women,women's shoes,Shoes,https://m.media-amazon.com/images/I/51Q-1KaCO4L._AC_UL320_.jpg,https://www.amazon.in/Snasta-transparent-heels-women-black/dp/B0B51SQBG7/ref=sr_1_16738?qid=1679211636&s=shoes&sr=1-16738,3.8,3,₹840,"₹1,995"
Carlton London Womens Black Ballet Flat Ballet Flat,women's shoes,Shoes,https://m.media-amazon.com/images/I/71feuclPVdL._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-Ballerina-Black/dp/B0B35HYF8G/ref=sr_1_16739?qid=1679211636&s=shoes&sr=1-16739,4.0,3,₹839.25,"₹2,199"
Carlton London womens Cll-5720 Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/71Oe7H-Zv3L._AC_UL320_.jpg,https://www.amazon.in/Carlton-London-Womens-Sandal-3-CLL-5720/dp/B0B21KPF4X/ref=sr_1_16740?qid=1679211636&s=shoes&sr=1-16740,3.0,2,₹509,"₹1,695"
Skechers Summits - Glowing Glitz,women's shoes,Shoes,https://m.media-amazon.com/images/I/11sMQt1GwjL._AC_UL320_.jpg,https://www.amazon.in/Skechers-SUMMITS-GLOWING-GLITZ-Navy-4-Summits/dp/B09XXQBKPS/ref=sr_1_16741?qid=1679211636&s=shoes&sr=1-16741,5.0,1,,"₹3,799"
Furiozz Latest Women's Fashion Sandals S-7,women's shoes,Shoes,https://m.media-amazon.com/images/I/61Fa35ZQxtL._AC_UL320_.jpg,https://www.amazon.in/Furiozz-Latest-Fashion-Sandals-S-7-Yellow-37/dp/B09X37YSCX/ref=sr_1_16742?qid=1679211636&s=shoes&sr=1-16742,4.2,3,₹589,₹999
FootStreet Sirsoki Work Fashionable Comfortable Stylish Design Slip-on Flat Sandal For Women's And Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/51QfS1Hm-AL._AC_UL320_.jpg,https://www.amazon.in/Footstreet-Sirsoki-Fashionable-Comfortable-numeric_7/dp/B09S35M7MD/ref=sr_1_16743?qid=1679211636&s=shoes&sr=1-16743,3.2,6,₹549,₹999
"MONROW Ida Leather Flat for Women, Girls",women's shoes,Shoes,https://m.media-amazon.com/images/I/510jMfTENeL._AC_UL320_.jpg,https://www.amazon.in/Monrow-Womens-Rose-Gold-Flats/dp/B09RZTTHKZ/ref=sr_1_16744?qid=1679211636&s=shoes&sr=1-16744,,,₹949,"₹1,699"
Nike Womens React Infinity Run Fk 2 Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/81+DEe4HVGL._AC_UL320_.jpg,https://www.amazon.in/Nike-Womens-React-Infinity-Running/dp/B09R4RCND3/ref=sr_1_16745?qid=1679211636&s=shoes&sr=1-16745,4.3,8,"₹8,144","₹14,495"
Shezone Women Black Heels,women's shoes,Shoes,https://m.media-amazon.com/images/I/71df4UUjceL._AC_UL320_.jpg,https://www.amazon.in/Shezone-Women-Black-Heels-NK_6111_Black/dp/B09QNRWNYH/ref=sr_1_16746?qid=1679211636&s=shoes&sr=1-16746,3.3,3,"₹1,299","₹1,999"
Inc.5 Womens 101018 Peach Flat Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41CUumhdY1L._AC_UL320_.jpg,https://www.amazon.in/Inc-5-Shoes-Women-Flat-101018_PEACH/dp/B09NQGDKCW/ref=sr_1_16747?qid=1679211636&s=shoes&sr=1-16747,,,,"₹1,890"
Shoetopia Girls Solid Zipper Block Heeled Boots,women's shoes,Shoes,https://m.media-amazon.com/images/I/61LKaAIN0eL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Girls-Black-Zipper-Heeled/dp/B09MC2RSX1/ref=sr_1_16748?qid=1679211636&s=shoes&sr=1-16748,3.8,23,"₹1,199","₹2,995"
AaoJao Women's Slippers Indoor House or Outdoor Latest Fashion Casual FlipFlop Slipper For Women and Girls [2188 Zebra],women's shoes,Shoes,https://m.media-amazon.com/images/I/818eNpsLd4L._AC_UL320_.jpg,https://www.amazon.in/AaoJao-Slippers-Outdoor-Fashion-FlipFlop/dp/B09KW16HBK/ref=sr_1_16749?qid=1679211636&s=shoes&sr=1-16749,1.5,2,₹389,₹899
Shoetopia White Sneakers for Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/71Ohq2b16TL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Girls-White-Casual-Sneakers/dp/B09JSMXDBJ/ref=sr_1_16750?qid=1679211636&s=shoes&sr=1-16750,3.7,7,₹499,"₹1,495"
Maango Sitar Women's & Girl's Hell Sandal Cream,women's shoes,Shoes,https://m.media-amazon.com/images/I/81pbhJaK+nL._AC_UL320_.jpg,https://www.amazon.in/Maango-Sitar-Womens-Sandal-Cream-7/dp/B09JFRPVHZ/ref=sr_1_16751?qid=1679211636&s=shoes&sr=1-16751,,,₹458,₹999
JAIPRILAC Women's Flat Mules Ring Closed Pointed Toe Mule Backless Slides Mules Slip On Loafer Shoes(JPRTBWMO2021105-P),women's shoes,Shoes,https://m.media-amazon.com/images/I/81pjKemFcTL._AC_UL320_.jpg,https://www.amazon.in/JAIPRILAC-Stunning-Pointed-Backless-JPRTBWMO2021105-5/dp/B09HV3FHCB/ref=sr_1_16752?qid=1679211636&s=shoes&sr=1-16752,2.0,2,₹234,₹488
RGK Fashionable Durable Mary Jane Shoes Sandals Boots for Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/91Bh7dZFrkL._AC_UL320_.jpg,https://www.amazon.in/RGK-Fashionable-Durable-Sandals-Numeric_3/dp/B0BHP2GNCS/ref=sr_1_17953?qid=1679211644&s=shoes&sr=1-17953,,,₹259,₹499
Metro Women Synthetic Fashion Slipon Sandal (41-4634),women's shoes,Shoes,https://m.media-amazon.com/images/I/415JrZJt-kL._AC_UL320_.jpg,https://www.amazon.in/Metro-Womens-Synthetic-Yellow-Slippers/dp/B0BF2TNW3K/ref=sr_1_17954?qid=1679211644&s=shoes&sr=1-17954,,,₹894,"₹1,490"
"MEDAANAM Women's Formal Block Heel Brown Pump Shoes for Office, Party and Formal Occasion",women's shoes,Shoes,https://m.media-amazon.com/images/I/41A2Ziq06vL._AC_UL320_.jpg,https://www.amazon.in/MEDAANAM-Womens-Formal-Office-Occasion/dp/B0BD2FWVRV/ref=sr_1_17955?qid=1679211644&s=shoes&sr=1-17955,,,₹530,₹999
inblu Trendy & Fashionable Sport Sandals for Women_CA27,women's shoes,Shoes,https://m.media-amazon.com/images/I/61POWjF-2UL._AC_UL320_.jpg,https://www.amazon.in/Inblu-Trendy-Fashionable-Sandals-Women_CA27/dp/B0B752TYQS/ref=sr_1_17956?qid=1679211644&s=shoes&sr=1-17956,5.0,5,,₹799
SANDAL ZONE Women's & Girl's Transparent Wedges Heeled Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/61Ni0GMUOcL._AC_UL320_.jpg,https://www.amazon.in/SANDAL-ZONE-Womens-Transparent-Sandals/dp/B0B5VFRTQX/ref=sr_1_17957?qid=1679211644&s=shoes&sr=1-17957,5.0,1,₹525,"₹1,299"
Mochi Women's 44-1680 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/714-4gLbb5L._AC_UL320_.jpg,https://www.amazon.in/Mochi-Womens-Synthetic-Rose-Slippers/dp/B0B51LLCJB/ref=sr_1_17958?qid=1679211644&s=shoes&sr=1-17958,2.0,1,"₹1,294","₹1,990"
Mochi Women Ballerinas (31-4812),women's shoes,Shoes,https://m.media-amazon.com/images/I/61yDWrka0YL._AC_UL320_.jpg,https://www.amazon.in/Mochi-Womens-Velvet-Brown-Ballerinas/dp/B0B49HRGF4/ref=sr_1_17959?qid=1679211644&s=shoes&sr=1-17959,3.0,2,"₹1,145","₹2,290"
Khadim's Cherry Flat Sandal for Women,women's shoes,Shoes,https://m.media-amazon.com/images/I/51fMVUyPMFL._AC_UL320_.jpg,https://www.amazon.in/Khadims-Cherry-Sandal-Women-Size7/dp/B0B3T4KH7H/ref=sr_1_17960?qid=1679211644&s=shoes&sr=1-17960,3.5,2,,₹499
Liberty Senorita Ladies Casual Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/51uw-0pJttL._AC_UL320_.jpg,https://www.amazon.in/Senorita-Liberty-Ladies-Casual-Slippers/dp/B0B2MRP3BS/ref=sr_1_17961?qid=1679211644&s=shoes&sr=1-17961,3.6,4,"₹1,291","₹1,699"
Inc.5 womens 101060green Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41iXG2C1FkL._AC_UL320_.jpg,https://www.amazon.in/Inc-5-101060-Womens-Casual-Slip-On/dp/B09X1HLRJR/ref=sr_1_17962?qid=1679211644&s=shoes&sr=1-17962,,,"₹1,031","₹2,290"
"Alvery Classic Comfortable Breathable Running Shoes, Tennis Shoes Fashion Sneaker Lightweight Athletic Casual Sport Workou...",women's shoes,Shoes,https://m.media-amazon.com/images/I/81s5qSm2eCL._AC_UL320_.jpg,https://www.amazon.in/Alvery-Comfortable-Breathable-Lightweight-Footwear-JumpGRN8/dp/B09WR5X61H/ref=sr_1_17963?qid=1679211644&s=shoes&sr=1-17963,3.0,2,₹599,₹999
Shoetopia Women & Girls Comfortable High-Tops Casual Boots,women's shoes,Shoes,https://m.media-amazon.com/images/I/31xd6FpGtvL._AC_UL320_.jpg,https://www.amazon.in/Shoetopia-Women-and-GirlsBlack-Boots/dp/B09V352FWP/ref=sr_1_17964?qid=1679211644&s=shoes&sr=1-17964,2.5,13,₹799,"₹2,995"
"Planet Wear Girl's Casual Ballerina Bellies Comfortable Anti Slip TPR Sole || Ribbon Design (Red, Numeric_1)",women's shoes,Shoes,https://m.media-amazon.com/images/I/81WRyX5fElL._AC_UL320_.jpg,https://www.amazon.in/Planet-Wear-Ribbon-Ballerina-Bellies/dp/B09NW63KFV/ref=sr_1_17965?qid=1679211644&s=shoes&sr=1-17965,3.5,4,₹499,₹999
Adorazone Kid's Animal Theme Anti-Slip Plush Home Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/61uaoWhiAYL._AC_UL320_.jpg,https://www.amazon.in/Adorazone-Animal-Theme-Anti-Slip-Plush/dp/B09JP8WXD7/ref=sr_1_17966?qid=1679211644&s=shoes&sr=1-17966,4.2,50,₹599,₹999
Centrino Women's 6201 Brown Sandal-7 Kids UK (6201-02),women's shoes,Shoes,https://m.media-amazon.com/images/I/61PcoCDrv2L._AC_UL320_.jpg,https://www.amazon.in/Centrino-Womens-6201-02-Brown-Ankle-Strap/dp/B09F3PP48N/ref=sr_1_17967?qid=1679211644&s=shoes&sr=1-17967,4.5,2,₹359.63,₹999
Puma womens Hazel Wns Idp Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/41Q0Kfbg3eL._AC_UL320_.jpg,https://www.amazon.in/Puma-Womens-Peachskin-Quarry-Yellow-Sandal-4-38693903/dp/B09CH4P1P7/ref=sr_1_17968?qid=1679211644&s=shoes&sr=1-17968,3.7,164,,₹599
Skechers Womens Go Run Fast - Glimmer Running Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/81M-BiGZ1XL._AC_UL320_.jpg,https://www.amazon.in/Skechers-womens-GLIMMER-BURGUNDY-Running/dp/B098SZFHVC/ref=sr_1_17969?qid=1679211644&s=shoes&sr=1-17969,4.4,232,"₹3,249","₹4,999"
Reebok Womens Inspire Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71uc3Yy69RL._AC_UL320_.jpg,https://www.amazon.in/Reebok-Womens-Aura-Orange-Vector/dp/B096N6WVXD/ref=sr_1_17970?qid=1679211644&s=shoes&sr=1-17970,4.3,34,₹903,"₹2,099"
Adidas Women's Ultraboost DNA W Leather Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71kXFbrtk3L._AC_UL320_.jpg,https://www.amazon.in/Adidas-Womens-Ultraboost-Running-GX5076/dp/B094QF336G/ref=sr_1_17971?qid=1679211644&s=shoes&sr=1-17971,4.0,21,"₹12,154","₹16,999"
Liberty Women's Eliza-3 Slipper,women's shoes,Shoes,https://m.media-amazon.com/images/I/71uMBYJhbhS._AC_UL320_.jpg,https://www.amazon.in/Liberty-Women-ELIZA-3-Fashion-Slipper-4/dp/B09412JY2H/ref=sr_1_17972?qid=1679211644&s=shoes&sr=1-17972,2.3,7,₹567,₹799
Liberty Women's LPW-101ME Black Casual Shoes,women's shoes,Shoes,https://m.media-amazon.com/images/I/71jF2AvarOL._AC_UL320_.jpg,https://www.amazon.in/Liberty-Lpw-101Me-Casual-Shoes-6-80430111/dp/B09269Q6R8/ref=sr_1_17973?qid=1679211644&s=shoes&sr=1-17973,4.1,60,₹607,₹799
TWINSSHOE Women's Pink V-Starp Wedge Heel Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/61cJ0vTxtSL._AC_UL320_.jpg,https://www.amazon.in/Twins-Wedding-Fashion-Shimmer-Sandal/dp/B08W2GWYS6/ref=sr_1_17974?qid=1679211644&s=shoes&sr=1-17974,4.0,13,₹495,₹999
Puma Womens Concave Plus Running Shoe,women's shoes,Shoes,https://m.media-amazon.com/images/I/71CVJImSjoL._AC_UL320_.jpg,https://www.amazon.in/Puma-19504302-Concave-Plus-IDP/dp/B08TM2B7H8/ref=sr_1_17975?qid=1679211644&s=shoes&sr=1-17975,1.0,1,"₹2,119","₹3,999"
Flavia Women's Grey Shoes-8 UK (40 EU) (9 US) (FLAVIA/662),women's shoes,Shoes,https://m.media-amazon.com/images/I/81I7Uy1kxuL._AC_UL320_.jpg,https://www.amazon.in/Flavia-Womens-Grey-Shoes-662/dp/B08QGPBHMV/ref=sr_1_17976?qid=1679211644&s=shoes&sr=1-17976,5.0,1,₹339,"₹1,699"
Clarks Un Rio Vibe Black Snake,women's shoes,Shoes,https://m.media-amazon.com/images/I/7156xJ5HdFL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Rio-Vibe-Black-Snake/dp/B08Q4C4ZVX/ref=sr_1_17977?qid=1679211644&s=shoes&sr=1-17977,4.0,1,"₹3,375","₹7,499"
Clarks Un Rio Vibe Platinum,women's shoes,Shoes,https://m.media-amazon.com/images/I/71EP5Z7XmvL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Un-Rio-Vibe-Platinum/dp/B08Q4BGJF9/ref=sr_1_17978?qid=1679211644&s=shoes&sr=1-17978,2.5,2,"₹3,375","₹7,499"
"eeken White/Melon Lifestyle Lightweight Casual Shoes for Women (by Paragon,Size-6)",women's shoes,Shoes,https://m.media-amazon.com/images/I/51q6zY5YPML._AC_UL320_.jpg,https://www.amazon.in/eeken-Lifestyle-Lightweight-Casual-Paragon/dp/B08LZMGYBD/ref=sr_1_17979?qid=1679211644&s=shoes&sr=1-17979,,,₹476.99,"₹1,449"
Moozo Women's & Girls PU Synthetic Flat Fashion Slippers (HF-98-BLUE-4),women's shoes,Shoes,https://m.media-amazon.com/images/I/71EFZaMXXCL._AC_UL320_.jpg,https://www.amazon.in/Rubela-Synthetic-Fashion-Slippers-HF-98-BLUE-4/dp/B08KWHTLV7/ref=sr_1_17980?qid=1679211644&s=shoes&sr=1-17980,,,₹499,₹699
WINSOME COLLECTION Stylish Embroidered Ethnic Juti/Mojari for Women and Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/41zB9GhVmvL._AC_UL320_.jpg,https://www.amazon.in/WINSOME-COLLECTION-Stylish-Embroidered-Numeric_4/dp/B08JTRMS8P/ref=sr_1_17981?qid=1679211644&s=shoes&sr=1-17981,5.0,2,₹299,₹799
Aqualite Black Slippers,women's shoes,Shoes,https://m.media-amazon.com/images/I/71FyjfufxfL._AC_UL320_.jpg,https://www.amazon.in/Aqualite-Black-Slippers-UK-LKR00001LBKBG05/dp/B08GTH89S7/ref=sr_1_17982?qid=1679211644&s=shoes&sr=1-17982,3.5,4,₹273,₹279
BATA girls Kate Sandal Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/41Af1QYvocL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Fashion-Sandals-6-6612010/dp/B08CFL6P49/ref=sr_1_17983?qid=1679211644&s=shoes&sr=1-17983,4.2,38,₹517,₹699
Skechers Women's Solar Fuse-Cosmic View Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71Ka7uf-XeL._AC_UL320_.jpg,https://www.amazon.in/Skechers-Womens-Solar-Sneaker-149025-ROS/dp/B088T2LDM9/ref=sr_1_17984?qid=1679211644&s=shoes&sr=1-17984,4.1,898,,
Clarks womens 26147818 Fashion Sandals,women's shoes,Shoes,https://m.media-amazon.com/images/I/6103lENNBNL._AC_UL320_.jpg,https://www.amazon.in/Clarks-Leather-Fashion-Sandals-7-5-26147818/dp/B085F9HS5P/ref=sr_1_17985?qid=1679211644&s=shoes&sr=1-17985,4.4,4,,
Metro Women's Thong Slip On,women's shoes,Shoes,https://m.media-amazon.com/images/I/71erPDcXRWL._AC_UL320_.jpg,https://www.amazon.in/Metro-Leather-Fashion-Sandals-44-8076/dp/B084TJPSC2/ref=sr_1_17986?qid=1679211644&s=shoes&sr=1-17986,3.3,4,₹945,"₹1,890"
Longwalk Womens Shoes-fashion2 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71w--lGLWWL._AC_UL320_.jpg,https://www.amazon.in/Longwalk-Collection-Sneakers-Trending-Breathable/dp/B084P5KBZ2/ref=sr_1_17987?qid=1679211644&s=shoes&sr=1-17987,3.5,226,₹299,₹399
New Balance Women's 527 V1 Sneaker,women's shoes,Shoes,https://m.media-amazon.com/images/I/71oBa8xDt1L._AC_UL320_.jpg,https://www.amazon.in/new-balance-Womens-White-Running/dp/B081661Q6V/ref=sr_1_17988?qid=1679211644&s=shoes&sr=1-17988,4.5,73,"₹3,149","₹6,999"
perfect step Women's & Girls' Fashion Sandal,women's shoes,Shoes,https://m.media-amazon.com/images/I/61tr+qpZzHL._AC_UL320_.jpg,https://www.amazon.in/perfect-step-Collection-Comfortable-Fashionable/dp/B08124S1LD/ref=sr_1_17989?qid=1679211644&s=shoes&sr=1-17989,3.2,25,₹498,₹999
Walky Wear Good Material Exellent Quality Boots for Women/Girls,women's shoes,Shoes,https://m.media-amazon.com/images/I/61mT8iAnIZL._AC_UL320_.jpg,https://www.amazon.in/Walky-Wear-Material-Exellent-Quality/dp/B07ZDFSRGQ/ref=sr_1_17990?qid=1679211644&s=shoes&sr=1-17990,3.0,7,,₹549
